Macrotema,Tema,Frequência,Tabelas de Origem,Qtd Tabelas
exposicao a fenois,exposicao a ftalatos,2,nhanes_laboratory.fr_j; nhanes_laboratory.phthte_j,2
exposicao a fenois,exposicao a hidrocarbonetos aromaticos,1,nhanes_laboratory.pah_j,1
exposicao a fenois,exposicao a neonicotinoides,1,nhanes_laboratory.ssneon_j,1
exposicao a fenois,exposicao a organofosforados,1,nhanes_laboratory.opd_j,1
exposicao a fenois,exposicao a pesticidas,3,nhanes_laboratory.ephpp_j; nhanes_laboratory.opd_j; nhanes_laboratory.uphopm_j,3
exposicao a fenois,exposicao a pesticidas organofosforados,2,nhanes_laboratory.uas_j; nhanes_laboratory.uphopm_j,2
exposicao a fenois,exposicao a plastificantes,1,nhanes_laboratory.phthte_j,1
exposicao a fenois,exposicao a substancias quimicas,1,nhanes_laboratory.pfas_j,1
exposicao a fenois,exposicao a tiocianato,1,nhanes_laboratory.pernt_j,1
exame auditivo,audiometria,4,nhanes_examination.aux_j; nhanes_examination.auxar_j; nhanes_examination.auxtym_j; nhanes_examination.auxwbr_j,4
exame auditivo,avaliacao auditiva,1,nhanes_examination.aux_j,1
exame auditivo,avaliacao de audicao,1,nhanes_questionnaire.auq_j,1
exame auditivo,avaliacao de campo visual,1,nhanes_examination.lux_j,1
exame auditivo,exame auditivo,2,nhanes_examination.aux_j; nhanes_examination.auxar_j,2
exame auditivo,exame de visao,1,nhanes_examination.lux_j,1
exame auditivo,exame do canal auditivo,1,nhanes_examination.aux_j,1
exame auditivo,exames auditivos,1,nhanes_examination.aux_j,1
exame auditivo,medidas de acuidade visual,1,nhanes_examination.lux_j,1
exame auditivo,perda auditiva,3,nhanes_examination.aux_j; nhanes_examination.auxtym_j; nhanes_questionnaire.auq_j,3
exame auditivo,resposta auditiva,1,nhanes_examination.auxwbr_j,1
exame auditivo,resultados de exame de timpanometria,1,nhanes_examination.auxtym_j,1
exame auditivo,timpanometria,1,nhanes_examination.aux_j,1
exame auditivo,uso de aparelho auditivo,1,nhanes_questionnaire.auq_j,1
exame auditivo,zumbido nos ouvidos,1,nhanes_questionnaire.auq_j,1
controle glicemico,controle glicemico,1,nhanes_laboratory.ghb_j,1
controle glicemico,diabetes,2,nhanes_laboratory.ghb_j; nhanes_questionnaire.diq_j,2
controle glicemico,diabetes diagnostico,1,nhanes_questionnaire.diq_j,1
controle glicemico,distribuicao de insulina,1,nhanes_laboratory.ins_j,1
controle glicemico,glicemia,5,nhanes_laboratory.ghb_j; nhanes_laboratory.glu_j; nhanes_laboratory.ihgem_j; nhanes_laboratory.ssglyp_j; nhanes_questionnaire.diq_j,5
controle glicemico,indicadores de diabetes,1,nhanes_laboratory.ihgem_j,1
controle glicemico,insulina,2,nhanes_laboratory.ihgem_j; nhanes_questionnaire.diq_j,2
controle glicemico,insulina serica,1,nhanes_laboratory.ins_j,1
controle glicemico,monitoramento de glicemia e pressao,1,nhanes_questionnaire.diq_j,1
controle glicemico,pesquisa de diabetes,2,nhanes_laboratory.glu_j; nhanes_laboratory.ins_j,2
controle glicemico,prevalencia de diabetes,1,nhanes_questionnaire.diq_j,1
controle glicemico,triagem de diabetes,1,nhanes_laboratory.ghb_j,1
controle glicemico,triagem gestacional,1,nhanes_laboratory.ucpreg_j,1
questionario sobre medicamentos,questionario de audiometria,1,nhanes_questionnaire.auq_j,1
questionario sobre medicamentos,questionario de deficiencia,1,nhanes_questionnaire.deq_j,1
questionario sobre medicamentos,questionario de dermatologia,1,nhanes_questionnaire.dlq_j,1
questionario sobre medicamentos,questionario de doenca cardiovascular,1,nhanes_questionnaire.cdq_j,1
questionario sobre medicamentos,questionario de osteoporose,1,nhanes_questionnaire.osq_j,1
questionario sobre medicamentos,questionario de pressao arterial,1,nhanes_questionnaire.bpq_j,1
questionario sobre medicamentos,questionario de sono,1,nhanes_questionnaire.slq_j,1
questionario sobre medicamentos,questionario de urologia,1,nhanes_questionnaire.kiq_u_j,1
questionario sobre medicamentos,questionario dlq,1,nhanes_questionnaire.dlq_j,1
questionario sobre medicamentos,questionario familiar,1,nhanes_questionnaire.smqfam_j,1
questionario sobre medicamentos,questionario ocupacional,1,nhanes_questionnaire.ocq_j,1
questionario sobre medicamentos,questionario sobre alcool,1,nhanes_questionnaire.alq_j,1
questionario sobre medicamentos,questionario sobre diabetes,1,nhanes_questionnaire.diq_j,1
questionario sobre medicamentos,questionario sobre eczema,1,nhanes_questionnaire.ecq_j,1
questionario sobre medicamentos,questionario sobre fumo,1,nhanes_questionnaire.smq_j,1
questionario sobre medicamentos,questionario sobre medicamentos,1,nhanes_questionnaire.rxqasa_j,1
questionario sobre medicamentos,questionario sobre tabagismo,3,nhanes_questionnaire.smqfam_j; nhanes_questionnaire.smqrtu_j; nhanes_questionnaire.smqshs_j,3
questionario sobre medicamentos,questionario sobre uso de drogas,1,nhanes_questionnaire.duq_j,1
analise de dados laboratoriais,analise de dados laboratoriais,7,nhanes_laboratory.fr_j; nhanes_laboratory.opd_j; nhanes_laboratory.pah_j; nhanes_laboratory.ucm_j; nhanes_laboratory.ucot_j; nhanes_laboratory.uni_j; nhanes_laboratory.uphopm_j,7
analise de dados laboratoriais,analise de subamostra laboratorial,1,nhanes_laboratory.ssglyp_j,1
analise de dados laboratoriais,analise de variaveis laboratoriais,1,nhanes_laboratory.vid_j,1
analise de dados laboratoriais,analise laboratorial,8,nhanes_laboratory.folate_j; nhanes_laboratory.ghb_j; nhanes_laboratory.hdl_j; nhanes_laboratory.hscrp_j; nhanes_laboratory.sspfas_j; nhanes_laboratory.tfr_j,6
analise de dados laboratoriais,medicoes laboratoriais de subamostra,1,nhanes_laboratory.ssfr_j,1
analise de dados laboratoriais,micronutrientes laboratoriais,1,nhanes_laboratory.vitaec_j,1
exposicao a contaminantes,exposicao a arsenico,1,nhanes_laboratory.utas_j,1
exposicao a contaminantes,exposicao a arsenio urinario,1,nhanes_laboratory.uas_j,1
exposicao a contaminantes,exposicao a contaminantes,1,nhanes_laboratory.ucm_j,1
exposicao a contaminantes,exposicao a metais,1,nhanes_laboratory.um_j,1
exposicao a contaminantes,exposicao a metais pesados,2,nhanes_laboratory.pbcd_j; nhanes_laboratory.um_j,2
exposicao a contaminantes,exposicao a pfas,3,nhanes_laboratory.pfas_j; nhanes_laboratory.sspfas_j,2
exposicao a contaminantes,exposicao a poluentes,2,nhanes_laboratory.sspfas_j; nhanes_laboratory.vocwb_j,2
exposicao a contaminantes,exposicao a substancias perfluoroalquiladas,1,nhanes_laboratory.sspfas_j,1
exposicao a contaminantes,exposicao ambiental,3,nhanes_laboratory.ssuvoc_j; nhanes_laboratory.uhg_j; nhanes_laboratory.vocwb_j,3
exposicao a contaminantes,exposicao ambiental a pah,1,nhanes_laboratory.pah_j,1
exposicao a contaminantes,exposicao ao mercurio,1,nhanes_laboratory.uhg_j,1
exposicao a contaminantes,fatores de exposicao ambiental,1,nhanes_questionnaire.vtq_j,1
exposicao a contaminantes,pesquisa de exposicao a poluentes,1,nhanes_laboratory.pah_j,1
analise de biomarcadores,analise de biomarcadores,8,nhanes_laboratory.biopro_j; nhanes_laboratory.crco_j; nhanes_laboratory.ephpp_j; nhanes_laboratory.fetib_j; nhanes_laboratory.pbcd_j; nhanes_laboratory.ssfr_j; nhanes_laboratory.um_j; nhanes_laboratory.vic_j,8
analise de biomarcadores,analise de biomarcadores sanguineos,1,nhanes_laboratory.biopro_j,1
analise de biomarcadores,analise de biomarcadores sericos,1,nhanes_laboratory.ssagp_j,1
analise de biomarcadores,biomarcadores de saude,1,nhanes_laboratory.ssglyp_j,1
analise de biomarcadores,marcadores bioquimicos,1,nhanes_laboratory.sstst_j,1
analise de biomarcadores,marcadores de doencas,1,nhanes_laboratory.hepbd_j,1
analise de biomarcadores,marcadores de inflamacao,1,nhanes_laboratory.hscrp_j,1
analise de biomarcadores,niveis de biomarcadores,2,nhanes_laboratory.pfas_j; nhanes_laboratory.vitaec_j,2
analise de biomarcadores,niveis de concentracao de biomarcadores,1,nhanes_laboratory.ssfr_j,1
analise de biomarcadores,variabilidade de biomarcadores,1,nhanes_laboratory.ssagp_j,1
avaliacao de saude,autoavaliacao de saude,1,nhanes_questionnaire.hoq_j,1
avaliacao de saude,avaliacao de bem-estar,1,nhanes_questionnaire.heq_j,1
avaliacao de saude,avaliacao de saude,11,nhanes_examination.lux_j; nhanes_laboratory.fastqx_j; nhanes_questionnaire.acq_j; nhanes_questionnaire.deq_j; nhanes_questionnaire.duq_j; nhanes_questionnaire.hiq_j; nhanes_questionnaire.huq_j; nhanes_questionnaire.osq_j; nhanes_questionnaire.rxqasa_j; nhanes_questionnaire.slq_j; nhanes_questionnaire.vtq_j,11
avaliacao de saude,avaliacao de saude mental,3,nhanes_questionnaire.imq_j; nhanes_questionnaire.puqmec_j; nhanes_questionnaire.whqmec_j,3
avaliacao de saude,avaliacao de saude vocal,1,nhanes_questionnaire.vtq_j,1
avaliacao de saude,pontuacao de saude mental,1,nhanes_questionnaire.ocq_j,1
pesquisa nhanes,analise laboratorial nhanes,1,nhanes_laboratory.ethox_j,1
pesquisa nhanes,catalogo nhanes,1,nhanes_admin.load_catalog,1
pesquisa nhanes,ciclos de pesquisa nhanes,1,nhanes_admin.load_catalog,1
pesquisa nhanes,dados da pesquisa nhanes,1,nhanes_laboratory.ins_j,1
pesquisa nhanes,dados laboratoriais nhanes,4,nhanes_laboratory.hepa_j; nhanes_laboratory.hepb_s_j; nhanes_laboratory.hepc_j; nhanes_laboratory.ssagp_j,4
pesquisa nhanes,inquerito laboratorial nhanes,1,nhanes_laboratory.hepb_s_j,1
pesquisa nhanes,metadados da pesquisa nhanes,1,nhanes_admin.load_catalog,1
pesquisa nhanes,pesquisa de saude (nhanes),1,nhanes_questionnaire.paqy_j,1
pesquisa nhanes,pesquisa dietetica nhanes,1,nhanes_dietary.ds1ids_j,1
pesquisa nhanes,pesquisa laboratorial nhanes,2,nhanes_laboratory.ethox_j; nhanes_laboratory.uio_j,2
pesquisa nhanes,pesquisa nhanes,3,nhanes_dietary.ds2ids_j; nhanes_laboratory.ucm_j; nhanes_laboratory.uhg_j,3
frequencia de atividade fisica,atividade fisica,7,nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.paq_j; nhanes_questionnaire.paqy_j,3
frequencia de atividade fisica,coluna vertebral,1,nhanes_examination.dxxspn_j,1
frequencia de atividade fisica,frequencia de atividade fisica,2,nhanes_questionnaire.deq_j; nhanes_questionnaire.paq_j,2
frequencia de atividade fisica,frequencia de atividades fisicas,1,nhanes_questionnaire.paq_j,1
frequencia de atividade fisica,funcionamento fisico,1,nhanes_questionnaire.pfq_j,1
frequencia de atividade fisica,intensidade de atividade,1,nhanes_questionnaire.paqy_j,1
frequencia de atividade fisica,intensidade de atividade fisica,1,nhanes_questionnaire.deq_j,1
frequencia de atividade fisica,lateralidade do braco,1,nhanes_examination.bpxo_j,1
frequencia de atividade fisica,nivel de atividade,2,nhanes_questionnaire.paqy_j; nhanes_questionnaire.slq_j,2
resultados de exames,dados de exame,1,nhanes_examination.auxtym_j,1
resultados de exames,dados de exames,2,nhanes_examination.dxxspn_j; nhanes_laboratory.vid_j,2
resultados de exames,exames biomedicos,1,nhanes_laboratory.uvoc_j,1
resultados de exames,exames de sangue,2,nhanes_laboratory.hepe_j; nhanes_laboratory.pbcd_j,2
resultados de exames,resultados de exames,9,nhanes_laboratory.ephpp_j; nhanes_laboratory.fetib_j; nhanes_laboratory.hepa_j; nhanes_laboratory.hepb_s_j; nhanes_laboratory.hepbd_j; nhanes_laboratory.hepc_j; nhanes_laboratory.ihgem_j; nhanes_laboratory.ssneon_j; nhanes_laboratory.ucpreg_j,9
resultados de exames,resultados de exames bioquimicos,1,nhanes_laboratory.vocwb_j,1
resultados de exames,resultados de teste de gravidez,1,nhanes_laboratory.ucpreg_j,1
respostas de pesquisa,frequencia de respostas,4,nhanes_questionnaire.auq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.fsq_j; nhanes_questionnaire.pfq_j,4
respostas de pesquisa,identificacao de respondentes,1,nhanes_questionnaire.puqmec_j,1
respostas de pesquisa,identificador de respondente,4,nhanes_laboratory.ucpreg_j; nhanes_questionnaire.acq_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.heq_j,4
respostas de pesquisa,padroes de resposta em pesquisa,1,nhanes_questionnaire.dlq_j,1
respostas de pesquisa,padroes de respostas em pesquisa,1,nhanes_questionnaire.rhq_j,1
respostas de pesquisa,respostas de entrevistados,1,nhanes_questionnaire.paqy_j,1
respostas de pesquisa,respostas de pesquisa,2,nhanes_questionnaire.heq_j; nhanes_questionnaire.paqy_j,2
respostas de pesquisa,respostas de pesquisa de saude,2,nhanes_questionnaire.cdq_j; nhanes_questionnaire.smqshs_j,2
niveis de glicose,glicemia abaixo do limite de deteccao,1,nhanes_laboratory.ssglyp_j,1
niveis de glicose,glicose serica,1,nhanes_laboratory.glu_j,1
niveis de glicose,hemoglobina glicada,2,nhanes_laboratory.ghb_j; nhanes_laboratory.ihgem_j,2
niveis de glicose,indice de glicose,1,nhanes_laboratory.glu_j,1
niveis de glicose,metabolismo da glicose,1,nhanes_laboratory.glu_j,1
niveis de glicose,niveis de glicose,1,nhanes_laboratory.vitaec_j,1
niveis de glicose,niveis de glicose no plasma,1,nhanes_laboratory.glu_j,1
niveis de glicose,niveis de glicose no sangue,1,nhanes_laboratory.glu_j,1
niveis de glicose,niveis de hemoglobina,2,nhanes_laboratory.cot_j; nhanes_laboratory.ihgem_j,2
niveis de glicose,niveis de hemoglobina glicada,1,nhanes_laboratory.ghb_j,1
niveis de glicose,niveis de insulina,1,nhanes_laboratory.ins_j,1
niveis de glicose,niveis sericos de insulina,1,nhanes_laboratory.ssfr_j,1
niveis de glicose,nivel de glicose,1,nhanes_laboratory.glu_j,1
niveis de glicose,nivel de hemoglobina glicada,1,nhanes_laboratory.ghb_j,1
medidas de peso corporal,medidas antropometricas,7,nhanes_examination.auxtym_j; nhanes_examination.auxwbr_j; nhanes_examination.bmx_j; nhanes_examination.bpxo_j; nhanes_examination.dxxag_j,5
medidas de peso corporal,medidas biometricas,4,nhanes_examination.dxxspn_j; nhanes_laboratory.ins_j; nhanes_laboratory.sstst_j; nhanes_questionnaire.bpq_j,4
medidas de peso corporal,medidas de circunferencia abdominal,1,nhanes_examination.auxwbr_j,1
medidas de peso corporal,medidas de peso corporal,1,nhanes_examination.auxwbr_j,1
medidas de peso corporal,peso corporal,3,nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.whq_j; nhanes_questionnaire.whqmec_j,3
frequencia de consumo,analise de consumo,1,nhanes_questionnaire.cbq_j,1
frequencia de consumo,comportamento de consumo,1,nhanes_questionnaire.smq_j,1
frequencia de consumo,frequencia de consumo,3,nhanes_questionnaire.alq_j; nhanes_questionnaire.duq_j,2
frequencia de consumo,frequencia de consumo de bebidas,1,nhanes_questionnaire.alq_j,1
frequencia de consumo,frequencia de uso,3,nhanes_dietary.dsqids_j; nhanes_questionnaire.duq_j; nhanes_questionnaire.rxqasa_j,3
frequencia de consumo,horario de consumo,1,nhanes_laboratory.fastqx_j,1
frequencia de consumo,localizacao de consumo,1,nhanes_dietary.ds2ids_j,1
frequencia de consumo,padroes de consumo,1,nhanes_questionnaire.fsq_j,1
frequencia de consumo,padroes de consumo de alcool,1,nhanes_questionnaire.alq_j,1
frequencia de consumo,preferencias de consumo,1,nhanes_questionnaire.cdq_j,1
frequencia de consumo,quantidade de bebidas,1,nhanes_questionnaire.alq_j,1
frequencia de consumo alimentar,consumo alimentar,10,nhanes_dietary.dr1iff_j; nhanes_dietary.dr1tot_j; nhanes_dietary.dr2iff_j; nhanes_dietary.dr2tot_j; nhanes_dietary.dsqtot_j; nhanes_questionnaire.cbq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.dbq_j,9
frequencia de consumo alimentar,consumo de alimentos,1,nhanes_questionnaire.dbq_j,1
frequencia de consumo alimentar,frequencia de consumo alimentar,1,nhanes_questionnaire.dbq_j,1
frequencia de consumo alimentar,frequencia de consumo de alimentos,2,nhanes_questionnaire.diq_j; nhanes_questionnaire.fsq_j,2
frequencia de consumo alimentar,frequencia de refeicoes,1,nhanes_questionnaire.dbq_j,1
uso de medicamentos,consumo de alcool,3,nhanes_questionnaire.alq_j,1
uso de medicamentos,consumo de cafeina,1,nhanes_laboratory.fastqx_j,1
uso de medicamentos,medicamentos prescritos,1,nhanes_questionnaire.rxqasa_j,1
uso de medicamentos,uso de aspirina,1,nhanes_questionnaire.rxqasa_j,1
uso de medicamentos,uso de drogas,1,nhanes_questionnaire.duq_j,1
uso de medicamentos,uso de medicamentos,7,nhanes_examination.lux_j; nhanes_questionnaire.bpq_j; nhanes_questionnaire.rxq_rx_j; nhanes_questionnaire.rxqasa_j,4
uso de medicamentos,uso de medicamentos prescritos,1,nhanes_questionnaire.rxq_rx_j,1
avaliacao de composicao corporal,analise de composicao corporal,3,nhanes_examination.auxwbr_j; nhanes_examination.bmx_j; nhanes_examination.dxxag_j,3
avaliacao de composicao corporal,avaliacao de composicao corporal,1,nhanes_examination.auxwbr_j,1
avaliacao de composicao corporal,avaliacao de gordura corporal,1,nhanes_examination.dxx_j,1
avaliacao de composicao corporal,composicao corporal,7,nhanes_examination.bmx_j; nhanes_examination.dxx_j; nhanes_examination.dxxag_j; nhanes_examination.dxxfem_j; nhanes_examination.dxxspn_j,5
avaliacao de composicao corporal,medidas de luxacao,1,nhanes_examination.lux_j,1
avaliacao de composicao corporal,quantificacao de tecido adiposo,1,nhanes_examination.dxxag_j,1
condicoes medicas,classificacao condicoes cronicas,1,nhanes_questionnaire.mcq_j,1
condicoes medicas,condicoes cronicas,2,nhanes_questionnaire.ecq_j; nhanes_questionnaire.mcq_j,2
condicoes medicas,condicoes de saude associadas,1,nhanes_questionnaire.rxq_rx_j,1
condicoes medicas,condicoes medicas,1,nhanes_questionnaire.ecq_j,1
condicoes medicas,condicoes medicas associadas,1,nhanes_questionnaire.rxq_rx_j,1
condicoes medicas,diagnosticos de doencas,1,nhanes_questionnaire.rxq_rx_j,1
condicoes medicas,historico familiar de doencas,1,nhanes_questionnaire.mcq_j,1
condicoes medicas,impacto de condicoes de pele,1,nhanes_questionnaire.dlq_j,1
condicoes medicas,prevalencia de condicoes de sono,1,nhanes_questionnaire.hsq_j,1
condicoes medicas,prevalencia de doencas,1,nhanes_questionnaire.mcq_j,1
condicoes medicas,sintomas e condicoes,1,nhanes_questionnaire.vtq_j,1
condicoes medicas,tratamento de doencas cronicas,1,nhanes_questionnaire.rxq_rx_j,1
condicoes medicas,tratamento medico,1,nhanes_examination.lux_j,1
niveis de cotinina,analise de cotinina,2,nhanes_laboratory.cot_j; nhanes_laboratory.ucot_j,2
niveis de cotinina,cotinina serica,1,nhanes_laboratory.cot_j,1
niveis de cotinina,dosagem de cotinina,1,nhanes_laboratory.crco_j,1
niveis de cotinina,metabolitos da nicotina,1,nhanes_laboratory.cot_j,1
niveis de cotinina,metabolitos da nicotina na urina,1,nhanes_laboratory.ucot_j,1
niveis de cotinina,metabolitos de nicotina,1,nhanes_laboratory.ucot_j,1
niveis de cotinina,niveis de cotinina,1,nhanes_laboratory.cot_j,1
niveis de cotinina,niveis de cotinina serica,1,nhanes_laboratory.cot_j,1
niveis de cotinina,niveis de cotinina urinaria,1,nhanes_laboratory.ucot_j,1
niveis de cotinina,niveis de hidroxicotinina serica,1,nhanes_laboratory.cot_j,1
niveis de cotinina,niveis de nicotina,1,nhanes_laboratory.ucot_j,1
niveis de cotinina,niveis sericos de cotinina,1,nhanes_laboratory.ssneon_j,1
consumo de nutrientes,consumo de nutrientes,4,nhanes_dietary.dsqids_j; nhanes_dietary.dsqtot_j; nhanes_questionnaire.cbq_j,3
consumo de nutrientes,consumo de suplementos dieteticos,2,nhanes_dietary.ds2ids_j; nhanes_dietary.dsqids_j,2
consumo de nutrientes,consumo de suplementos minerais,1,nhanes_dietary.dsqtot_j,1
consumo de nutrientes,consumo diario de nutrientes,3,nhanes_dietary.dr1iff_j; nhanes_dietary.dr2iff_j; nhanes_dietary.ds2tot_j,3
consumo de nutrientes,consumo nutricional diario,2,nhanes_dietary.dr2tot_j; nhanes_dietary.ds1tot_j,2
consumo de nutrientes,consumo total de nutrientes,1,nhanes_dietary.ds1tot_j,1
status de exame,dados de exame fisico,1,nhanes_examination.auxar_j,1
status de exame,exame de coluna,1,nhanes_examination.dxxspn_j,1
status de exame,exame de mulheres,1,nhanes_examination.dxxfem_j,1
status de exame,exame fisico,1,nhanes_examination.ohxden_j,1
status de exame,exames medicos,2,nhanes_examination.auxar_j; nhanes_examination.dxxfem_j,2
status de exame,idade de diagnostico,2,nhanes_questionnaire.mcq_j,1
status de exame,medo de exame,1,nhanes_examination.auxwbr_j,1
status de exame,protocolo de exame fisico,1,nhanes_examination.bpxo_j,1
status de exame,status de exame,1,nhanes_examination.aux_j,1
status de exame,status de exame oral,1,nhanes_examination.ohxref_j,1
status de exame,status do exame de atividade,1,nhanes_examination.lux_j,1
distribuicao de gordura,distribuicao de gordura,1,nhanes_examination.dxxag_j,1
distribuicao de gordura,distribuicao de gordura androide/ginoide,1,nhanes_examination.dxxag_j,1
distribuicao de gordura,hormonios sexuais,1,nhanes_laboratory.sstst_j,1
distribuicao de gordura,massa gorda e magra,1,nhanes_examination.dxxag_j,1
distribuicao de gordura,percepcao de peso,2,nhanes_questionnaire.whq_j; nhanes_questionnaire.whqmec_j,2
distribuicao de gordura,percepcao de peso corporal,1,nhanes_questionnaire.whqmec_j,1
distribuicao de gordura,tentativas de emagrecimento,1,nhanes_questionnaire.whqmec_j,1
distribuicao de gordura,variaveis biometricas,5,nhanes_examination.bpx_j; nhanes_laboratory.phthte_j; nhanes_laboratory.ssneon_j; nhanes_laboratory.ssuvcm_j; nhanes_laboratory.ssuvoc_j,5
niveis de transferrina,analise de ferritina serica,1,nhanes_laboratory.fertin_j,1
niveis de transferrina,ferritina serica,3,nhanes_laboratory.fertin_j; nhanes_laboratory.fetib_j; nhanes_laboratory.tfr_j,3
niveis de transferrina,indice de saturacao de transferrina,2,nhanes_laboratory.fetib_j; nhanes_laboratory.tfr_j,2
niveis de transferrina,medicao de transferrina (si),1,nhanes_laboratory.tfr_j,1
niveis de transferrina,niveis de cobalto no sangue,1,nhanes_laboratory.crco_j,1
niveis de transferrina,niveis de ferritina,1,nhanes_laboratory.fertin_j,1
niveis de transferrina,niveis de transferrina,1,nhanes_laboratory.tfr_j,1
niveis de transferrina,saturacao de transferrina,1,nhanes_laboratory.fetib_j,1
niveis de transferrina,transferrina serica,1,nhanes_laboratory.tfr_j,1
analise do limite de deteccao,analise de limite de deteccao,2,nhanes_laboratory.pah_j; nhanes_laboratory.ssfr_j,2
analise do limite de deteccao,analise de medicoes rfx,1,nhanes_examination.auxar_j,1
analise do limite de deteccao,analise de variaveis numericas,1,nhanes_laboratory.ssagp_j,1
analise do limite de deteccao,analise do limite de deteccao,2,nhanes_laboratory.ihgem_j; nhanes_laboratory.ssuvcm_j,2
analise do limite de deteccao,concentracao de analitos,2,nhanes_laboratory.uas_j; nhanes_laboratory.uhg_j,2
analise do limite de deteccao,limite de deteccao,1,nhanes_laboratory.vic_j,1
analise do limite de deteccao,limite de deteccao de analitos,1,nhanes_laboratory.opd_j,1
analise do limite de deteccao,limite de deteccao ucm,1,nhanes_laboratory.ucm_j,1
analise do limite de deteccao,valores de limite de deteccao,1,nhanes_laboratory.phthte_j,1
biomonitoramento de contaminantes,biomonitoramento,2,nhanes_laboratory.um_j; nhanes_laboratory.vocwb_j,2
biomonitoramento de contaminantes,biomonitoramento de arsenico,1,nhanes_laboratory.utas_j,1
biomonitoramento de contaminantes,biomonitoramento de contaminantes,1,nhanes_laboratory.uas_j,1
biomonitoramento de contaminantes,biomonitoramento de inseticidas,1,nhanes_laboratory.ssneon_j,1
biomonitoramento de contaminantes,biomonitoramento de pah,1,nhanes_laboratory.pah_j,1
biomonitoramento de contaminantes,biomonitoramento de pfas,1,nhanes_laboratory.pfas_j,1
biomonitoramento de contaminantes,biomonitoramento laboratorial,1,nhanes_laboratory.phthte_j,1
biomonitoramento de contaminantes,biomonitoramento populacional,1,nhanes_laboratory.opd_j,1
biomonitoramento de contaminantes,niveis de chumbo no sangue,1,nhanes_laboratory.pbcd_j,1
biomonitoramento de contaminantes,niveis de metais pesados no sangue,1,nhanes_laboratory.pbcd_j,1
biomonitoramento de contaminantes,niveis de pfas no sangue,1,nhanes_laboratory.pfas_j,1
colesterol total,colesterol hdl,1,nhanes_laboratory.hdl_j,1
colesterol total,colesterol ldl,2,nhanes_laboratory.trigly_j,1
colesterol total,colesterol total,2,nhanes_laboratory.tchol_j,1
colesterol total,colesterol total (si),1,nhanes_laboratory.tchol_j,1
colesterol total,colesterol total serico,1,nhanes_laboratory.tchol_j,1
colesterol total,hdl colesterol,1,nhanes_laboratory.hdl_j,1
colesterol total,indice de colesterol serico,1,nhanes_laboratory.tchol_j,1
colesterol total,lipoproteina de alta densidade,1,nhanes_laboratory.hdl_j,1
colesterol total,nivel de colesterol total,1,nhanes_laboratory.tchol_j,1
colesterol total,nivel de hdl,1,nhanes_laboratory.hdl_j,1
padroes alimentares,comportamento alimentar,6,nhanes_questionnaire.auq_j; nhanes_questionnaire.cbqpfa_j; nhanes_questionnaire.cbqpfc_j; nhanes_questionnaire.cdq_j; nhanes_questionnaire.dbq_j; nhanes_questionnaire.kiq_u_j,6
padroes alimentares,frequencia alimentar,1,nhanes_questionnaire.cbq_j,1
padroes alimentares,inseguranca alimentar domiciliar,1,nhanes_questionnaire.fsq_j,1
padroes alimentares,padroes alimentares,1,nhanes_questionnaire.kiq_u_j,1
padroes alimentares,padroes de ingestao,1,nhanes_questionnaire.alq_j,1
padroes alimentares,padroes de ingestao nutricional,1,nhanes_questionnaire.diq_j,1
padroes alimentares,padroes dieteticos,1,nhanes_questionnaire.dbq_j,1
composicao nutricional de suplementos,composicao de macronutrientes,2,nhanes_dietary.dr2tot_j; nhanes_dietary.dsqtot_j,2
composicao nutricional de suplementos,composicao de nutrientes,1,nhanes_dietary.ds1tot_j,1
composicao nutricional de suplementos,composicao de vitaminas e minerais,1,nhanes_dietary.ds2ids_j,1
composicao nutricional de suplementos,composicao nutricional de suplementos,1,nhanes_dietary.ds1ids_j,1
composicao nutricional de suplementos,dados nutricionais,1,nhanes_laboratory.folate_j,1
composicao nutricional de suplementos,nutrientes totais,1,nhanes_dietary.dsqtot_j,1
composicao nutricional de suplementos,suplementos alimentares,1,nhanes_questionnaire.inq_j,1
composicao nutricional de suplementos,suplementos nutricionais,3,nhanes_dietary.ds1ids_j; nhanes_dietary.ds2ids_j; nhanes_dietary.dsqids_j,3
composicao nutricional de suplementos,valores nutricionais,1,nhanes_questionnaire.cbq_j,1
concentracao de substancias,compostos organicos volateis,3,nhanes_laboratory.ssuvoc_j; nhanes_laboratory.vocwb_j,2
concentracao de substancias,concentracao de ghb,1,nhanes_laboratory.ghb_j,1
concentracao de substancias,concentracao de iodo,1,nhanes_laboratory.uio_j,1
concentracao de substancias,concentracao de substancias,2,nhanes_laboratory.fr_j; nhanes_laboratory.um_j,2
concentracao de substancias,deteccao de substancias,1,nhanes_laboratory.ucm_j,1
concentracao de substancias,distribuicao de iodo na populacao,1,nhanes_laboratory.uni_j,1
concentracao de substancias,niveis de etanol,1,nhanes_laboratory.ethox_j,1
concentracao de substancias,niveis sericos de etoxietanol,1,nhanes_laboratory.ethox_j,1
concentracao de substancias,pesquisa de substancias especificas,1,nhanes_laboratory.sstst_j,1
