Macrotema,Tema,Frequência,Tabelas de Origem,Qtd Tabelas
vendas por loja,catalogo por loja,1,magento2.catalog_compare_item,1
vendas por loja,comportamento de loja,1,magento2.log_visitor,1
vendas por loja,descontos por loja,1,magento2.salesrule_coupon_aggregated_order,1
vendas por loja,desempenho de loja,6,magento2.rating_option_vote_aggregated; magento2.sales_order_aggregated_created; magento2.sales_order_aggregated_updated; magento2.sales_refunded_aggregated; magento2.sales_shipping_aggregated; magento2.sales_shipping_aggregated_order,6
vendas por loja,detalhes de loja,2,magento2.review_detail; magento2.sales_invoice_grid,2
vendas por loja,escopo de lojas,1,magento2.cms_page_store,1
vendas por loja,estrutura de loja,1,magento2.store_group,1
vendas por loja,fatura por loja,1,magento2.sales_invoice_grid,1
vendas por loja,faturamento por loja,1,magento2.sales_order_aggregated_created,1
vendas por loja,frete por loja,2,magento2.sales_shipping_aggregated; magento2.sales_shipping_aggregated_order,2
vendas por loja,gerenciamento de loja,1,magento2.downloadable_link_title,1
vendas por loja,gerenciamento de lojas,1,magento2.downloadable_sample_title,1
vendas por loja,gerenciamento de multiplas lojas,1,magento2.review_store,1
vendas por loja,imagens por loja,1,magento2.catalog_product_entity_gallery,1
vendas por loja,layout de loja,1,magento2.core_layout_link,1
vendas por loja,layout por loja,1,magento2.core_layout_link,1
vendas por loja,lucro por loja,1,magento2.sales_order_aggregated_updated,1
vendas por loja,mapeamento de loja,3,magento2.catalog_product_option_type_title; magento2.eav_entity_text; magento2.sitemap,3
vendas por loja,mapeamento de lojas,3,magento2.catalog_product_index_eav; magento2.rating_title; magento2.tax_calculation_rate_title,3
vendas por loja,parametros de loja,1,magento2.core_config_data,1
vendas por loja,preco por loja,1,magento2.catalog_product_option_type_price,1
vendas por loja,regras por loja,1,magento2.salesrule_label,1
vendas por loja,resumo de loja,1,magento2.log_summary,1
vendas por loja,taxas por loja,1,magento2.tax_calculation_rate_title,1
vendas por loja,trafego em loja,1,magento2.report_viewed_product_index,1
vendas por loja,valores por loja,7,magento2.catalog_category_entity_varchar; magento2.catalog_product_entity_varchar; magento2.catalog_product_index_eav_decimal; magento2.eav_entity_datetime; magento2.eav_entity_decimal; magento2.eav_entity_int; magento2.eav_entity_varchar,7
vendas por loja,vendas por loja,2,magento2.sales_shipment_grid; magento2.salesrule_coupon_aggregated_updated,2
indice de precos,agregacao de precos por site,1,magento2.catalog_product_index_price_cfg_opt_agr_tmp,1
indice de precos,alerta de preco,1,magento2.product_alert_price,1
indice de precos,alertas de preco,1,magento2.product_alert_price,1
indice de precos,calculo de faixas de preco,1,magento2.catalog_product_index_price_downlod_idx,1
indice de precos,calculo de precos,1,magento2.sales_quote_address_item,1
indice de precos,estrategias de precificacao,1,magento2.catalog_product_index_price_final_tmp,1
indice de precos,indice de precificacao,3,magento2.catalog_product_index_price_downlod_idx; magento2.catalog_product_index_price_final_idx; magento2.catalog_product_index_price_idx,3
indice de precos,indice de precos,14,magento2.catalog_product_index_price_bundle_sel_tmp; magento2.catalog_product_index_price_cfg_opt_agr_idx; magento2.catalog_product_index_price_cfg_opt_agr_tmp; magento2.catalog_product_index_price_cfg_opt_idx; magento2.catalog_product_index_price_cfg_opt_tmp; magento2.catalog_product_index_price_downlod_idx; magento2.catalog_product_index_price_downlod_tmp; magento2.catalog_product_index_price_final_idx; magento2.catalog_product_index_price_final_tmp; magento2.catalog_product_index_price_opt_agr_tmp; magento2.catalog_product_index_price_opt_idx; magento2.catalog_product_index_price_opt_tmp; magento2.catalog_product_index_price_tmp,13
indice de precos,indice de precos agregados,1,magento2.catalog_product_index_price_opt_agr_idx,1
indice de precos,indice de precos bundle,6,magento2.catalog_product_bundle_price_index; magento2.catalog_product_index_price_bundle_idx; magento2.catalog_product_index_price_bundle_opt_idx; magento2.catalog_product_index_price_bundle_opt_tmp; magento2.catalog_product_index_price_bundle_sel_tmp; magento2.catalog_product_index_price_bundle_tmp,6
indice de precos,indice de precos de opcoes de produtos,1,magento2.catalog_product_index_price_bundle_opt_idx,1
indice de precos,indice de precos de produto,1,magento2.catalog_product_index_tier_price,1
indice de precos,indice de precos de produtos,3,magento2.catalog_product_index_group_price; magento2.catalog_product_index_price; magento2.catalog_product_index_price_idx,3
indice de precos,indice de precos magento,1,magento2.catalog_product_index_price_cfg_opt_agr_idx,1
indice de precos,indice de precos por grupo,2,magento2.catalog_product_index_price_opt_agr_tmp; magento2.catalog_product_index_price_opt_tmp,2
indice de precos,indice de precos por loja,1,magento2.catalog_product_index_price,1
indice de precos,indice de precos por site,2,magento2.catalog_product_index_price_opt_idx; magento2.catalog_product_index_tier_price,2
indice de precos,indice de precos por website,2,magento2.catalog_product_index_price_cfg_opt_tmp; magento2.catalog_product_index_price_opt_agr_idx,2
indice de precos,indice de precos temporario,1,magento2.catalog_product_index_price_bundle_tmp,1
indice de precos,variacao de precos por opcao,1,magento2.catalog_product_index_price_opt_agr_tmp,1
indice de precos,variacao de precos por opcao de produto,1,magento2.catalog_product_index_price_opt_agr_idx,1
indice de precos,variaveis de preco,1,magento2.catalog_product_index_price_opt_idx,1
atributos de produtos,atributo de produto configuravel,1,magento2.catalog_product_super_attribute_pricing,1
atributos de produtos,atributos de data de produtos,1,magento2.catalog_product_entity_datetime,1
atributos de produtos,atributos de produto configuravel,1,magento2.catalog_product_super_attribute,1
atributos de produtos,atributos de produto e impostos,1,magento2.weee_tax,1
atributos de produtos,atributos de produto em wishlist,1,magento2.wishlist_item_option,1
atributos de produtos,atributos de produto por loja,1,magento2.catalog_product_super_attribute_label,1
atributos de produtos,atributos de produtos,25,magento2.catalog_eav_attribute; magento2.catalog_product_entity; magento2.catalog_product_entity_datetime; magento2.catalog_product_entity_decimal; magento2.catalog_product_entity_gallery; magento2.catalog_product_entity_int; magento2.catalog_product_entity_media_gallery; magento2.catalog_product_entity_text; magento2.catalog_product_entity_varchar; magento2.catalog_product_index_eav; magento2.catalog_product_index_eav_decimal; magento2.catalog_product_index_eav_decimal_idx; magento2.catalog_product_index_eav_decimal_tmp; magento2.catalog_product_index_eav_idx; magento2.catalog_product_super_attribute; magento2.catalog_product_super_attribute_label; magento2.catalog_product_super_attribute_pricing; magento2.catalogsearch_fulltext; magento2.eav_attribute_option; magento2.googleshopping_types; magento2.weee_tax; magento2.wishlist_item_option,22
atributos de produtos,atributos decimais de links de produtos,1,magento2.catalog_product_link_attribute_decimal,1
atributos de produtos,atributos decimais de produto,1,magento2.catalog_product_entity_decimal,1
atributos de produtos,atributos decimais de produtos,1,magento2.catalog_product_entity_decimal,1
atributos de produtos,atributos personalizados de produto,1,magento2.wishlist_item_option,1
atributos de produtos,atributos personalizados de produtos,1,magento2.sales_quote_item_option,1
atributos de produtos,comportamento de atributos de produto,1,magento2.catalog_eav_attribute,1
atributos de produtos,indexacao de produtos por atributo,1,magento2.catalog_product_index_eav_idx,1
atributos de produtos,indice de atributos de produto,1,magento2.catalog_product_index_eav_tmp,1
atributos de produtos,indice de atributos decimais de produtos,2,magento2.catalog_product_index_eav_decimal; magento2.catalog_product_index_eav_decimal_idx,2
atributos de produtos,mapeamento de atributos do google shopping,1,magento2.googleshopping_attributes,1
atributos de produtos,precificacao de atributos de produtos,1,magento2.catalog_product_super_attribute_pricing,1
atributos de produtos,relacionamento produto-atributo,1,magento2.catalog_product_super_attribute,1
atributos de produtos,valores de atributos de produtos,2,magento2.catalog_product_index_eav_decimal_tmp; magento2.eav_attribute_option_value,2
preco por grupo de clientes,configuracao de precos por grupo,2,magento2.catalog_product_index_price_cfg_opt_agr_idx; magento2.catalog_product_index_price_cfg_opt_agr_tmp,2
preco por grupo de clientes,configuracao de precos por grupo de clientes,1,magento2.catalog_product_index_price_cfg_opt_tmp,1
preco por grupo de clientes,estrategia de precos por grupo,1,magento2.catalog_product_index_price,1
preco por grupo de clientes,estrutura de precos por grupo,2,magento2.catalog_product_index_price_bundle_tmp; magento2.catalog_product_index_price_idx,2
preco por grupo de clientes,estrutura de precos por grupo de clientes,1,magento2.catalog_product_index_price_bundle_idx,1
preco por grupo de clientes,precificacao de produtos por grupo de cliente,1,magento2.catalog_product_index_price_opt_agr_idx,1
preco por grupo de clientes,preco de grupo,1,magento2.catalog_product_entity_group_price,1
preco por grupo de clientes,preco de grupo de produtos,1,magento2.catalog_product_entity_group_price,1
preco por grupo de clientes,preco por grupo,5,magento2.catalog_product_index_price_bundle_tmp; magento2.catalog_product_index_price_cfg_opt_agr_idx; magento2.catalog_product_index_price_downlod_idx; magento2.catalog_product_index_price_downlod_tmp; magento2.catalog_product_index_tier_price,5
preco por grupo de clientes,preco por grupo cliente,1,magento2.catalog_product_index_price_bundle_idx,1
preco por grupo de clientes,preco por grupo de cliente,3,magento2.catalog_product_entity_tier_price; magento2.catalog_product_index_price_tmp; magento2.catalog_product_index_tier_price,3
preco por grupo de clientes,preco por grupo de clientes,3,magento2.catalog_product_entity_group_price; magento2.catalog_product_index_group_price; magento2.catalogrule_product_price,3
preco por grupo de clientes,precos de produtos por grupo de cliente,2,magento2.catalog_product_index_group_price; magento2.catalog_product_index_price_opt_idx,2
preco por grupo de clientes,precos por grupo,9,magento2.catalog_product_index_price_cfg_opt_agr_idx; magento2.catalog_product_index_price_cfg_opt_agr_tmp; magento2.catalog_product_index_price_cfg_opt_idx; magento2.catalog_product_index_price_cfg_opt_tmp; magento2.catalog_product_index_price_final_idx; magento2.catalog_product_index_price_final_tmp; magento2.catalog_product_index_price_opt_agr_tmp; magento2.catalog_product_index_price_opt_idx; magento2.catalog_product_index_price_opt_tmp,9
preco por grupo de clientes,precos por grupo cliente,1,magento2.catalog_product_index_price_bundle_opt_tmp,1
preco por grupo de clientes,precos por grupo de cliente,4,magento2.catalog_product_bundle_price_index; magento2.catalog_product_index_price_bundle_opt_idx; magento2.catalog_product_index_price_bundle_sel_tmp; magento2.catalog_product_index_price_bundle_tmp,4
preco por grupo de clientes,precos por grupo de clientes,4,magento2.catalog_product_index_price; magento2.catalog_product_index_price_idx; magento2.catalog_product_index_price_opt_agr_idx; magento2.catalog_product_index_tier_price,4
preco por grupo de clientes,regra de preco por grupo e site,1,magento2.catalogrule_group_website,1
preco por grupo de clientes,segmentacao de precos por grupo,1,magento2.catalogrule_customer_group,1
preco por grupo de clientes,variacao de precos por grupo de clientes,2,magento2.catalog_product_index_price_bundle_opt_idx; magento2.catalog_product_index_price_bundle_opt_tmp,2
avaliacao de produtos,agrupamento de produtos,1,magento2.catalog_product_relation,1
avaliacao de produtos,amostras de produtos,3,magento2.downloadable_sample,1
avaliacao de produtos,analise de produtos,3,magento2.report_compared_product_index; magento2.report_viewed_product_aggregated_monthly; magento2.report_viewed_product_aggregated_yearly,3
avaliacao de produtos,aprovacao de produtos,1,magento2.review_status,1
avaliacao de produtos,avaliacao de produtos,10,magento2.rating; magento2.rating_entity; magento2.rating_option_vote; magento2.rating_option_vote_aggregated; magento2.rating_store; magento2.rating_title; magento2.review,7
avaliacao de produtos,busca de produtos,2,magento2.catalogsearch_fulltext,1
avaliacao de produtos,comparacao de produtos,5,magento2.catalog_compare_item; magento2.report_compared_product_index,2
avaliacao de produtos,gerenciamento de produtos,1,magento2.googleshopping_items,1
avaliacao de produtos,indexacao de produtos,9,magento2.catalog_category_product_index; magento2.catalog_category_product_index_tmp; magento2.catalog_product_index_eav; magento2.catalog_product_index_eav_decimal; magento2.catalog_product_index_eav_decimal_idx; magento2.catalog_product_index_eav_decimal_tmp; magento2.catalog_product_index_eav_tmp; magento2.catalog_product_index_website; magento2.catalogsearch_fulltext,9
avaliacao de produtos,indice eav de produtos,1,magento2.catalog_product_index_eav,1
avaliacao de produtos,monitoramento de produto,1,magento2.product_alert_price,1
avaliacao de produtos,monitoramento de produtos,1,magento2.product_alert_stock,1
avaliacao de produtos,notificacao de produto,1,magento2.product_alert_stock,1
avaliacao de produtos,pesquisa de produtos,1,magento2.search_query,1
avaliacao de produtos,produtos afetados,1,magento2.catalogrule_affected_product,1
avaliacao de produtos,redirecionamento de produtos,1,magento2.catalog_url_rewrite_product_category,1
avaliacao de produtos,reindexacao de produtos,1,magento2.indexer_state,1
avaliacao de produtos,revisao de produto,1,magento2.rating_entity,1
avaliacao de produtos,revisoes de produtos,1,magento2.rating_option_vote,1
interacao do cliente,atividade do cliente,1,magento2.log_customer,1
interacao do cliente,comunicacao entre clientes,1,magento2.gift_message,1
interacao do cliente,entidade cliente,1,magento2.customer_entity_int,1
interacao do cliente,entidade de cliente,10,magento2.customer_address_entity; magento2.customer_address_entity_datetime; magento2.customer_address_entity_int; magento2.customer_entity; magento2.customer_entity_datetime; magento2.customer_entity_decimal; magento2.customer_entity_text; magento2.review_entity,8
interacao do cliente,estrutura de grupos de clientes,1,magento2.catalog_product_index_price_tmp,1
interacao do cliente,identificacao de cliente,2,magento2.customer_entity_int; magento2.customer_entity_varchar,2
interacao do cliente,identificacao de clientes,3,magento2.gift_message; magento2.newsletter_subscriber; magento2.persistent_session,3
interacao do cliente,interacao de clientes,1,magento2.catalog_compare_item,1
interacao do cliente,interacao do cliente,2,magento2.catalog_compare_item; magento2.rating_option_vote,2
interacao do cliente,localizacao de cliente,1,magento2.sales_order_address,1
interacao do cliente,log de acesso de cliente,1,magento2.log_customer,1
interacao do cliente,mapeamento de grupos de clientes,1,magento2.salesrule_product_attribute,1
interacao do cliente,notificacao de cliente,5,magento2.product_alert_price; magento2.sales_creditmemo_comment; magento2.sales_invoice_comment; magento2.sales_order_status_history; magento2.sales_shipment_comment,5
interacao do cliente,notificacoes ao cliente,1,magento2.sales_order_status_history,1
interacao do cliente,notificacoes de cliente,4,magento2.sales_creditmemo_comment; magento2.sales_invoice_comment; magento2.sales_shipment_comment,3
interacao do cliente,notificacoes de clientes,4,magento2.product_alert_price; magento2.product_alert_stock; magento2.sales_creditmemo_comment; magento2.sales_invoice_comment,4
interacao do cliente,relacionamento cliente,1,magento2.salesrule_coupon_usage,1
interacao do cliente,relacionamento com clientes,3,magento2.downloadable_link_purchased; magento2.report_compared_product_index; magento2.salesrule_customer,3
interacao do cliente,sessao de cliente,1,magento2.log_customer,1
interacao do cliente,sessao persistente de cliente,1,magento2.persistent_session,1
uso de regras promocionais,condicoes de promocao,1,magento2.salesrule,1
uso de regras promocionais,controle de aplicacoes de regras de vendas,1,magento2.salesrule_customer,1
uso de regras promocionais,controle de promocoes,1,magento2.salesrule_coupon_usage,1
uso de regras promocionais,descontos percentuais,2,magento2.catalogrule,1
uso de regras promocionais,descontos promocionais,2,magento2.catalogrule_product_price; magento2.salesrule_coupon_aggregated_updated,2
uso de regras promocionais,desempenho de regras promocionais,1,magento2.salesrule_coupon_aggregated,1
uso de regras promocionais,escopo de regras de preco,1,magento2.catalogrule_group_website,1
uso de regras promocionais,escopo de regras de venda,1,magento2.salesrule_website,1
uso de regras promocionais,mapeamento de regras promocionais,1,magento2.salesrule_website,1
uso de regras promocionais,periodo de promocao,1,magento2.design_change,1
uso de regras promocionais,regra de desconto por site,1,magento2.salesrule_website,1
uso de regras promocionais,regras de desconto,10,magento2.catalogrule; magento2.catalogrule_customer_group; magento2.catalogrule_product; magento2.salesrule; magento2.salesrule_coupon; magento2.salesrule_customer,6
uso de regras promocionais,regras de desconto por atributo,1,magento2.salesrule_product_attribute,1
uso de regras promocionais,regras de desconto por produto,1,magento2.catalogrule_product,1
uso de regras promocionais,regras de marketing,3,magento2.catalogrule; magento2.catalogrule_group_website; magento2.catalogrule_website,3
uso de regras promocionais,regras de promocao,1,magento2.salesrule_coupon,1
uso de regras promocionais,regras de promocao e preco,1,magento2.catalog_eav_attribute,1
uso de regras promocionais,regras de promocao por atributo,1,magento2.salesrule_product_attribute,1
uso de regras promocionais,regras de promocao por site,1,magento2.salesrule_website,1
uso de regras promocionais,regras de venda,1,magento2.salesrule_product_attribute,1
uso de regras promocionais,regras de vendas,2,magento2.salesrule_customer_group; magento2.salesrule_website,2
uso de regras promocionais,rotulagem de regras promocionais,1,magento2.salesrule_label,1
uso de regras promocionais,rotulos de regras de promocao,1,magento2.salesrule_label,1
uso de regras promocionais,uso de regras promocionais,1,magento2.salesrule_customer,1
uso de regras promocionais,vigencia de regras promocionais,1,magento2.catalogrule_product,1
uso de regras promocionais,vinculacao de regras de desconto a clientes,1,magento2.salesrule_customer,1
configuracao de site,configuracao de area,1,magento2.core_theme,1
configuracao de site,configuracao de arquivo xml,1,magento2.sitemap,1
configuracao de site,configuracao de arquivos de tema,1,magento2.core_theme_file,1
configuracao de site,configuracao de cadastro,1,magento2.eav_attribute,1
configuracao de site,configuracao de cms,1,magento2.cms_block_store,1
configuracao de site,configuracao de design,1,magento2.core_theme_file,1
configuracao de site,configuracao de diretorio,1,magento2.directory_country_format,1
configuracao de site,configuracao de email,1,magento2.newsletter_template,1
configuracao de site,configuracao de estados,1,magento2.sales_order_status_state,1
configuracao de site,configuracao de experimento,1,magento2.googleoptimizer_code,1
configuracao de site,configuracao de formularios,1,magento2.eav_form_type_entity,1
configuracao de site,configuracao de formularios de cliente,1,magento2.customer_form_attribute,1
configuracao de site,configuracao de integracao,1,magento2.integration,1
configuracao de site,configuracao de interface,2,magento2.core_layout_update; magento2.widget,2
configuracao de site,configuracao de layout,1,magento2.cms_page,1
configuracao de site,configuracao de layout de paginas,1,magento2.widget_instance_page,1
configuracao de site,configuracao de recurso,1,magento2.core_resource,1
configuracao de site,configuracao de remetente,1,magento2.email_template,1
configuracao de site,configuracao de sistema,3,magento2.core_config_data; magento2.customer_eav_attribute; magento2.rating,3
configuracao de site,configuracao de site,1,magento2.customer_eav_attribute_website,1
configuracao de site,configuracao de status padrao,1,magento2.sales_order_status_state,1
configuracao de site,configuracao de tema,3,magento2.core_theme; magento2.design_change; magento2.widget_instance,3
configuracao de site,configuracao de template,1,magento2.email_template,1
configuracao de site,configuracao de templates,1,magento2.email_template,1
configuracao de site,configuracao de variaveis,2,magento2.core_variable; magento2.core_variable_value,2
configuracao de site,configuracao de visibilidade,1,magento2.catalog_eav_attribute,1
configuracao de site,configuracao de website,2,magento2.downloadable_link_price; magento2.store_website,2
configuracao de site,configuracao de widget,2,magento2.widget; magento2.widget_instance_page,2
configuracao de site,configuracao de widgets,1,magento2.widget,1
configuracao de site,configuracoes do sistema,1,magento2.core_config_data,1
configuracao de loja,configuracao de avaliacao por loja,1,magento2.rating_store,1
configuracao de loja,configuracao de conteudo por loja,1,magento2.cms_block_store,1
configuracao de loja,configuracao de e-commerce,1,magento2.weee_tax,1
configuracao de loja,configuracao de escopo de loja,1,magento2.salesrule_product_attribute,1
configuracao de loja,configuracao de estoque,3,magento2.cataloginventory_stock; magento2.cataloginventory_stock_item,2
configuracao de loja,configuracao de incremento por loja,1,magento2.eav_entity_store,1
configuracao de loja,configuracao de loja,16,magento2.catalog_category_entity_int; magento2.catalog_product_entity_int; magento2.catalog_product_entity_media_gallery_value; magento2.catalog_product_option_type_price; magento2.core_layout_link; magento2.core_variable_value; magento2.design_change; magento2.eav_form_type; magento2.store; magento2.store_website; magento2.url_rewrite; magento2.widget_instance,12
configuracao de loja,configuracao de loja para preco,1,magento2.catalog_product_option_price,1
configuracao de loja,configuracao de lojas,3,magento2.cms_page_store; magento2.store; magento2.store_website,3
configuracao de loja,configuracao de lojas magento,1,magento2.eav_entity_store,1
configuracao de loja,configuracao de paginas por loja,1,magento2.cms_page_store,1
configuracao de loja,configuracao de precos por loja,1,magento2.catalog_product_bundle_selection_price,1
configuracao de loja,configuracao de vendas,1,magento2.cataloginventory_stock_item,1
configuracao de loja,configuracao por loja,3,magento2.checkout_agreement_store; magento2.googleoptimizer_code; magento2.sitemap,3
configuracao de loja,configuracoes de loja,1,magento2.core_variable,1
configuracao de loja,configuracoes de loja padrao,1,magento2.catalog_product_entity_decimal,1
configuracao de loja,configuracoes de loja para opcoes,1,magento2.catalog_product_option_title,1
tipo de entidade,associacao de entidades,2,magento2.eav_form_type_entity,1
tipo de entidade,classificacao de entidades,1,magento2.rating_entity,1
tipo de entidade,codigo de entidade,1,magento2.review_entity,1
tipo de entidade,comportamento de entidade,1,magento2.importexport_importdata,1
tipo de entidade,configuracao de entidades,1,magento2.eav_entity_attribute,1
tipo de entidade,entidade de avaliacao,1,magento2.rating_entity,1
tipo de entidade,entidade de endereco,1,magento2.customer_address_entity_text,1
tipo de entidade,entidade de entidade,1,magento2.eav_entity,1
tipo de entidade,entidade de importacao,2,magento2.importexport_importdata,1
tipo de entidade,entidade de rating,1,magento2.rating_entity,1
tipo de entidade,entidade de revisao,1,magento2.review_entity,1
tipo de entidade,entidades de tipo,1,magento2.eav_form_type_entity,1
tipo de entidade,entidades revisadas,1,magento2.review,1
tipo de entidade,gerenciamento de sequencias de entidades,1,magento2.eav_entity_store,1
tipo de entidade,gestao de entidades,1,magento2.customer_address_entity,1
tipo de entidade,identificacao de entidade,3,magento2.customer_address_entity_varchar; magento2.eav_entity_int; magento2.eav_entity_text,3
tipo de entidade,relacionamento de entidades,2,magento2.eav_entity_datetime; magento2.eav_entity_decimal,2
tipo de entidade,tipo de entidade,3,magento2.eav_attribute_set; magento2.eav_entity; magento2.eav_entity_store,3
tipo de entidade,tipos de entidade,5,magento2.eav_attribute_set; magento2.eav_entity; magento2.eav_entity_type; magento2.eav_form_type_entity,4
tipo de entidade,tipos de entidade de review,1,magento2.review_entity,1
tipo de entidade,tipos de entidade de vendas,1,magento2.eav_entity_type,1
tipo de entidade,valores de entidade,2,magento2.catalog_category_entity_int; magento2.customer_entity_int,2
tipo de entidade,valores por entidade,3,magento2.eav_entity_decimal; magento2.eav_entity_int; magento2.eav_entity_varchar,3
preco por site,preco de itens de pacote,1,magento2.catalog_product_bundle_selection,1
preco por site,preco de link por site,1,magento2.downloadable_link_price,1
preco por site,preco de selecao,1,magento2.catalog_product_bundle_selection_price,1
preco por site,preco de selecao de bundle,1,magento2.catalog_product_bundle_selection_price,1
preco por site,preco especial,1,magento2.catalog_product_index_price_bundle_tmp,1
preco por site,preco fixo ou percentual,1,magento2.catalog_product_option_price,1
preco por site,preco por quantidade,2,magento2.catalog_product_entity_tier_price,1
preco por site,preco por regra,1,magento2.catalogrule_product_price,1
preco por site,preco por site,2,magento2.catalog_product_entity_group_price; magento2.catalog_product_entity_tier_price,2
preco por site,preco por website,7,magento2.catalog_product_bundle_selection_price; magento2.catalog_product_index_group_price; magento2.catalog_product_index_price_bundle_idx; magento2.catalog_product_index_price_tmp; magento2.catalog_product_index_tier_price; magento2.catalog_product_super_attribute_pricing; magento2.catalogrule_product_price,7
preco por site,precos de bundle,1,magento2.catalog_product_bundle_selection,1
preco por site,precos de selecao,1,magento2.catalog_product_bundle_selection,1
preco por site,precos por quantidade,1,magento2.catalog_product_entity_tier_price,1
preco por site,precos por site,3,magento2.catalog_product_index_price; magento2.catalog_product_index_price_final_idx; magento2.catalog_product_index_price_opt_idx,3
preco por site,precos por website,10,magento2.catalog_product_bundle_price_index; magento2.catalog_product_index_price_bundle_opt_tmp; magento2.catalog_product_index_price_bundle_sel_tmp; magento2.catalog_product_index_price_bundle_tmp; magento2.catalog_product_index_price_cfg_opt_idx; magento2.catalog_product_index_price_cfg_opt_tmp; magento2.catalog_product_index_price_final_tmp; magento2.catalog_product_index_price_opt_agr_idx; magento2.catalog_product_index_price_opt_agr_tmp; magento2.catalog_product_index_price_opt_tmp,10
preco por site,tipo de preco de selecao,1,magento2.catalog_product_bundle_selection_price,1
preco por site,tipo de preco fixo,2,magento2.catalog_product_option_type_price,1
categorias de produtos,arvore de categorias,1,magento2.catalog_category_entity,1
categorias de produtos,associacao categoria-produto,1,magento2.catalog_category_product,1
categorias de produtos,associacao de categorias,1,magento2.catalog_url_rewrite_product_category,1
categorias de produtos,associacao de produtos a categorias,1,magento2.catalog_category_product,1
categorias de produtos,categorias de classificacao,2,magento2.rating; magento2.rating_entity,2
categorias de produtos,categorias de loja,1,magento2.catalog_category_entity_decimal,1
categorias de produtos,categorias de produto,1,magento2.catalog_product_link_type,1
categorias de produtos,categorias de produtos,7,magento2.catalog_category_entity_varchar; magento2.catalog_category_product; magento2.catalog_category_product_index; magento2.catalog_category_product_index_tmp; magento2.catalog_url_rewrite_product_category; magento2.googleshopping_types; magento2.store_group,7
categorias de produtos,categorias de relacao entre produtos,1,magento2.catalog_product_link_type,1
categorias de produtos,categorias por loja,1,magento2.catalog_category_entity_datetime,1
categorias de produtos,datas de categoria,1,magento2.catalog_category_entity_datetime,1
categorias de produtos,entidade de categoria,1,magento2.review_entity,1
categorias de produtos,estrutura de categoria,1,magento2.catalog_category_entity,1
categorias de produtos,gerenciamento de arvore de categorias,1,magento2.catalog_category_entity,1
categorias de produtos,hierarquia de categorias,2,magento2.catalog_category_entity,1
categorias de produtos,indexacao de produtos por categoria,1,magento2.catalog_category_product_index,1
categorias de produtos,indice categoria-produto,1,magento2.catalog_category_product_index_tmp,1
categorias de produtos,mapeamento de categorias,1,magento2.googleshopping_types,1
categorias de produtos,mapeamento de categorias de produtos,1,magento2.googleshopping_types,1
categorias de produtos,mapeamento de produtos em categorias,1,magento2.catalog_category_product_index,1
categorias de produtos,mapeamento de produtos por categoria,1,magento2.catalog_category_product_index_tmp,1
categorias de produtos,posicionamento de produtos em categorias,3,magento2.catalog_category_product; magento2.catalog_category_product_index; magento2.catalog_category_product_index_tmp,3
categorias de produtos,posicionamento em categoria,1,magento2.catalog_category_product,1
categorias de produtos,relacao produto-categoria,1,magento2.catalog_url_rewrite_product_category,1
categorias de produtos,relacionamentos entre categorias,1,magento2.catalog_category_entity_text,1
categorias de produtos,valores decimais de categorias,1,magento2.catalog_category_entity_decimal,1
variacao por loja,analise de precos por loja,1,magento2.report_viewed_product_aggregated_monthly,1
variacao por loja,avaliacoes por loja,2,magento2.rating_store; magento2.rating_title,2
variacao por loja,contagem de reviews por loja,1,magento2.review_entity_summary,1
variacao por loja,desempenho por loja,4,magento2.sales_bestsellers_aggregated_daily; magento2.sales_bestsellers_aggregated_yearly; magento2.sales_order_aggregated_created; magento2.sales_order_aggregated_updated,4
variacao por loja,distribuicao de avaliacoes por loja,1,magento2.review_store,1
variacao por loja,distribuicao de reviews por loja,1,magento2.review_store,1
variacao por loja,indexacao por loja,1,magento2.catalog_product_index_eav_decimal_tmp,1
variacao por loja,mapeamento multi-loja de reviews,1,magento2.review_store,1
variacao por loja,metricas de loja,1,magento2.rating_option_vote_aggregated,1
variacao por loja,metricas por loja,6,magento2.sales_invoiced_aggregated; magento2.sales_invoiced_aggregated_order; magento2.sales_shipping_aggregated; magento2.sales_shipping_aggregated_order; magento2.tax_order_aggregated_created; magento2.tax_order_aggregated_updated,6
variacao por loja,publicacao por loja,1,magento2.googleshopping_items,1
variacao por loja,titulos de opcoes por loja,1,magento2.catalog_product_bundle_option_value,1
variacao por loja,traducao de opcoes por loja,1,magento2.eav_attribute_option_value,1
variacao por loja,traducao de rotulos por loja,1,magento2.eav_form_fieldset_label,1
variacao por loja,traducao de status por loja,1,magento2.sales_order_status_label,1
variacao por loja,valores de atributos por loja,2,magento2.catalog_category_entity_text; magento2.catalog_product_index_eav_idx,2
variacao por loja,valores de variaveis por loja,1,magento2.core_variable_value,1
variacao por loja,valores decimais em lojas,1,magento2.eav_entity_decimal,1
variacao por loja,variacao de precos por loja,2,magento2.catalog_product_bundle_price_index; magento2.catalog_product_super_attribute_pricing,2
variacao por loja,variacao por loja,1,magento2.catalog_product_option_type_title,1
variacao por loja,visibilidade por loja,1,magento2.catalog_category_product_index_tmp,1
envio de newsletter,assinantes de email,1,magento2.newsletter_queue_link,1
envio de newsletter,assinatura de newsletter,2,magento2.newsletter_subscriber,1
envio de newsletter,assinaturas de newsletter,1,magento2.newsletter_subscriber,1
envio de newsletter,distribuicao de newsletter,1,magento2.newsletter_queue_store_link,1
