Macrotema,Qtd Temas,Frequência Total,Qtd Tabelas Únicas,Tabelas
rastreamento de envio,13,18,8,magento2.gift_message; magento2.newsletter_queue_link; magento2.newsletter_template; magento2.product_alert_stock; magento2.sales_shipment; magento2.sales_shipment_track; magento2.sales_shipping_aggregated_order; magento2.sendfriend_log
atributos por loja,5,18,13,magento2.catalog_product_index_eav; magento2.catalog_product_index_eav_tmp; magento2.catalog_product_super_attribute; magento2.customer_eav_attribute_website; magento2.customer_entity_datetime; magento2.eav_attribute; magento2.eav_attribute_label; magento2.eav_entity_attribute; magento2.eav_entity_datetime; magento2.eav_entity_decimal; magento2.eav_entity_int; magento2.eav_entity_text; magento2.eav_entity_varchar
ordenacao de itens,15,18,11,magento2.catalog_product_option_type_value; magento2.core_layout_update; magento2.downloadable_sample; magento2.eav_attribute_group; magento2.eav_attribute_option; magento2.eav_entity_attribute; magento2.eav_form_element; magento2.eav_form_fieldset; magento2.sales_payment_transaction; magento2.store_website; magento2.widget_instance
rastreamento de visitantes,10,18,10,magento2.customer_visitor; magento2.log_quote; magento2.log_url; magento2.log_url_info; magento2.log_visitor; magento2.log_visitor_info; magento2.log_visitor_online; magento2.report_event; magento2.report_event_types; magento2.sendfriend_log
registro de visitas,16,18,10,magento2.admin_system_messages; magento2.captcha_log; magento2.log_customer; magento2.log_summary; magento2.log_summary_type; magento2.log_url; magento2.log_url_info; magento2.log_visitor; magento2.review; magento2.sendfriend_log
opcoes de produto,5,17,12,magento2.catalog_product_bundle_option; magento2.catalog_product_bundle_option_value; magento2.catalog_product_bundle_selection; magento2.catalog_product_index_price_bundle_sel_idx; magento2.catalog_product_index_price_bundle_sel_tmp; magento2.catalog_product_option; magento2.catalog_product_option_price; magento2.catalog_product_option_title; magento2.catalog_product_option_type_title; magento2.catalog_product_option_type_value; magento2.catalogrule; magento2.sales_quote_item_option
metadados eav,10,17,14,magento2.catalog_category_entity_datetime; magento2.catalog_eav_attribute; magento2.catalog_product_entity_datetime; magento2.catalog_product_index_eav_decimal; magento2.catalog_product_index_eav_decimal_idx; magento2.catalog_product_index_eav_decimal_tmp; magento2.customer_address_entity_datetime; magento2.customer_address_entity_varchar; magento2.customer_entity_datetime; magento2.customer_entity_decimal; magento2.customer_entity_int; magento2.customer_entity_text; magento2.customer_entity_varchar; magento2.eav_entity_datetime
faturamento de pedidos,6,16,12,magento2.sales_creditmemo; magento2.sales_invoice; magento2.sales_invoice_comment; magento2.sales_invoice_grid; magento2.sales_invoiced_aggregated; magento2.sales_invoiced_aggregated_order; magento2.sales_order; magento2.sales_order_aggregated_created; magento2.sales_order_grid; magento2.sales_order_status; magento2.sales_quote; magento2.sales_shipment_grid
relacionamento de atributos,12,16,13,magento2.catalog_category_entity_decimal; magento2.catalog_product_link_attribute; magento2.catalog_product_link_attribute_decimal; magento2.catalog_product_super_attribute_pricing; magento2.customer_address_entity_decimal; magento2.customer_eav_attribute_website; magento2.customer_form_attribute; magento2.eav_attribute_option; magento2.eav_attribute_set; magento2.eav_entity_attribute; magento2.eav_entity_datetime; magento2.eav_entity_decimal; magento2.googleshopping_attributes
autenticacao de usuarios,12,16,6,magento2.admin_user; magento2.authorization_role; magento2.authorization_rule; magento2.oauth_consumer; magento2.oauth_nonce; magento2.oauth_token
itens de credito,11,16,9,magento2.catalog_product_option_title; magento2.catalog_product_option_type_title; magento2.sales_creditmemo; magento2.sales_creditmemo_grid; magento2.sales_creditmemo_item; magento2.sales_invoice_comment; magento2.sales_invoice_item; magento2.sales_quote; magento2.sales_quote_payment
notificacoes de administracao,11,16,7,magento2.admin_system_messages; magento2.adminnotification_inbox; magento2.checkout_agreement; magento2.cms_page; magento2.core_flag; magento2.log_visitor_info; magento2.newsletter_subscriber
associacao a websites,14,15,12,magento2.catalog_product_bundle_selection_price; magento2.catalog_product_website; magento2.catalogrule_website; magento2.cms_page_store; magento2.downloadable_link_price; magento2.downloadable_link_title; magento2.downloadable_sample_title; magento2.persistent_session; magento2.salesrule_customer_group; magento2.salesrule_website; magento2.widget_instance_page; magento2.widget_instance_page_layout
status de visibilidade,6,15,7,magento2.log_quote; magento2.mview_state; magento2.sales_creditmemo_comment; magento2.sales_invoice_comment; magento2.sales_order_status_history; magento2.sales_order_status_state; magento2.sales_shipment_comment
regras de tributacao,14,15,5,magento2.tax_calculation; magento2.tax_calculation_rate; magento2.tax_calculation_rate_title; magento2.tax_calculation_rule; magento2.weee_tax
tipos de widget,11,15,8,magento2.catalog_product_option; magento2.cms_page; magento2.eav_attribute; magento2.report_event; magento2.widget; magento2.widget_instance; magento2.widget_instance_page; magento2.widget_instance_page_layout
opcoes de item,14,15,13,magento2.catalog_product_bundle_option; magento2.catalog_product_bundle_option_value; magento2.catalog_product_index_price_bundle_opt_idx; magento2.catalog_product_index_price_bundle_opt_tmp; magento2.catalog_product_index_price_bundle_sel_idx; magento2.catalog_product_option; magento2.catalog_product_option_title; magento2.catalog_product_option_type_title; magento2.catalog_product_option_type_value; magento2.eav_attribute_option; magento2.rating_option_vote; magento2.sales_quote_item_option; magento2.wishlist_item_option
analise de visitas,12,14,10,magento2.log_summary; magento2.log_summary_type; magento2.log_url; magento2.log_url_info; magento2.log_visitor; magento2.log_visitor_info; magento2.log_visitor_online; magento2.report_viewed_product_aggregated_daily; magento2.report_viewed_product_aggregated_monthly; magento2.sendfriend_log
opcoes de produto por loja,13,14,12,magento2.catalog_category_product_index; magento2.catalog_category_product_index_tmp; magento2.catalog_product_entity_datetime; magento2.catalog_product_index_eav_decimal; magento2.catalog_product_option_price; magento2.catalog_product_option_title; magento2.catalog_product_website; magento2.report_viewed_product_aggregated_daily; magento2.report_viewed_product_aggregated_monthly; magento2.report_viewed_product_aggregated_yearly; magento2.report_viewed_product_index; magento2.sales_bestsellers_aggregated_monthly
opcoes de atributo,10,14,12,magento2.catalog_product_bundle_option; magento2.catalog_product_index_eav_decimal_tmp; magento2.catalog_product_super_attribute; magento2.customer_address_entity_int; magento2.customer_address_entity_text; magento2.customer_address_entity_varchar; magento2.customer_eav_attribute; magento2.customer_eav_attribute_website; magento2.customer_form_attribute; magento2.eav_attribute_group; magento2.eav_attribute_option; magento2.eav_attribute_option_value
indexacao de precos por site,10,14,11,magento2.catalog_product_bundle_price_index; magento2.catalog_product_index_group_price; magento2.catalog_product_index_price_downlod_tmp; magento2.catalog_product_index_price_final_idx; magento2.catalog_product_index_price_final_tmp; magento2.catalog_product_index_price_opt_tmp; magento2.catalog_product_index_tier_price; magento2.catalog_product_index_website; magento2.catalogrule_product_price; magento2.downloadable_link_price; magento2.product_alert_price
pedidos de venda,8,14,11,magento2.sales_invoice_item; magento2.sales_invoiced_aggregated; magento2.sales_invoiced_aggregated_order; magento2.sales_order; magento2.sales_order_aggregated_updated; magento2.sales_order_grid; magento2.sales_payment_transaction; magento2.sales_refunded_aggregated; magento2.sales_refunded_aggregated_order; magento2.sales_shipping_aggregated; magento2.sales_shipping_aggregated_order
gestao de tempo,13,14,13,magento2.adminnotification_inbox; magento2.catalog_product_bundle_stock_index; magento2.core_cache; magento2.core_flag; magento2.email_template; magento2.integration; magento2.newsletter_queue_store_link; magento2.oauth_consumer; magento2.review_store; magento2.sales_creditmemo; magento2.sales_creditmemo_grid; magento2.sales_order_tax; magento2.sales_refunded_aggregated_order
mapeamento de codigos,13,14,13,magento2.catalog_url_rewrite_product_category; magento2.catalogrule_customer_group; magento2.catalogrule_website; magento2.core_resource; magento2.directory_country_region; magento2.directory_country_region_name; magento2.eav_attribute_option_value; magento2.rating_store; magento2.review_entity; magento2.translation; magento2.url_rewrite; magento2.widget_instance_page; magento2.widget_instance_page_layout
termos de checkout,7,13,7,magento2.checkout_agreement; magento2.checkout_agreement_store; magento2.sales_order; magento2.sales_order_grid; magento2.sales_order_payment; magento2.sales_payment_transaction; magento2.sales_quote_payment
controle de expiracao,9,13,8,magento2.admin_user; magento2.authorization_role; magento2.authorization_rule; magento2.core_cache; magento2.core_session; magento2.log_customer; magento2.oauth_nonce; magento2.persistent_session
redirecionamento de url,10,13,10,magento2.cataloginventory_stock; magento2.directory_country; magento2.directory_country_format; magento2.log_visitor_info; magento2.search_query; magento2.store; magento2.store_group; magento2.store_website; magento2.translation; magento2.url_rewrite
itens de google shopping,10,13,9,magento2.catalog_product_website; magento2.cataloginventory_stock_status_tmp; magento2.catalogrule_group_website; magento2.downloadable_link_purchased_item; magento2.googleshopping_attributes; magento2.googleshopping_items; magento2.googleshopping_types; magento2.report_event_types; magento2.sales_quote
indice de catalogo,11,13,12,magento2.catalog_category_entity_datetime; magento2.catalog_category_entity_text; magento2.catalog_product_entity_datetime; magento2.catalog_product_entity_decimal; magento2.catalog_product_index_eav_decimal_tmp; magento2.catalog_product_index_eav_idx; magento2.catalog_product_super_link; magento2.catalog_product_website; magento2.cataloginventory_stock; magento2.eav_attribute_label; magento2.report_event_types; magento2.report_viewed_product_aggregated_yearly
estoque de produtos,4,13,8,magento2.catalog_product_bundle_stock_index; magento2.cataloginventory_stock_item; magento2.cataloginventory_stock_status; magento2.cataloginventory_stock_status_idx; magento2.cataloginventory_stock_status_tmp; magento2.sales_bestsellers_aggregated_daily; magento2.sales_bestsellers_aggregated_monthly; magento2.sales_bestsellers_aggregated_yearly
logs de acesso,11,13,10,magento2.admin_user; magento2.captcha_log; magento2.customer_visitor; magento2.log_customer; magento2.log_summary_type; magento2.log_url_info; magento2.log_visitor; magento2.log_visitor_online; magento2.report_event; magento2.sendfriend_log
cotacao de frete,8,12,6,magento2.sales_quote_address; magento2.sales_quote_shipping_rate; magento2.sales_shipment; magento2.sales_shipping_aggregated; magento2.sales_shipping_aggregated_order; magento2.shipping_tablerate
alerta de estoque,9,12,7,magento2.catalog_product_index_eav; magento2.catalog_product_index_eav_tmp; magento2.catalog_product_website; magento2.cataloginventory_stock; magento2.cataloginventory_stock_item; magento2.cataloginventory_stock_status_tmp; magento2.product_alert_stock
codigos de pais,12,12,9,magento2.core_cache_tag; magento2.core_resource; magento2.directory_country; magento2.directory_country_format; magento2.directory_country_region_name; magento2.downloadable_link_title; magento2.eav_entity_store; magento2.review_status; magento2.weee_tax
tipos de link,8,12,9,magento2.catalog_product_link; magento2.catalog_product_link_attribute; magento2.catalog_product_link_type; magento2.catalogsearch_fulltext; magento2.downloadable_link_title; magento2.googleoptimizer_code; magento2.log_summary_type; magento2.report_event_types; magento2.search_query
valores de texto,9,12,8,magento2.catalog_category_entity_text; magento2.catalog_product_bundle_option_value; magento2.catalog_product_link_attribute_varchar; magento2.catalog_product_option_type_value; magento2.customer_address_entity_decimal; magento2.customer_entity_text; magento2.customer_entity_varchar; magento2.eav_entity_text
tipos de formularios,9,11,6,magento2.customer_form_attribute; magento2.eav_attribute; magento2.eav_form_element; magento2.eav_form_fieldset; magento2.eav_form_type; magento2.eav_form_type_entity
votos de rating,10,11,10,magento2.catalog_product_index_website; magento2.catalog_product_website; magento2.catalogrule_website; magento2.cron_schedule; magento2.googleoptimizer_code; magento2.rating; magento2.rating_option_vote; magento2.review; magento2.review_entity_summary; magento2.sales_creditmemo_comment
configuracoes de produtos,8,11,10,magento2.catalog_product_bundle_option_value; magento2.catalog_product_bundle_selection; magento2.catalog_product_index_price_bundle_sel_idx; magento2.catalog_product_index_price_cfg_opt_agr_idx; magento2.catalog_product_index_price_cfg_opt_agr_tmp; magento2.catalog_product_super_attribute; magento2.catalog_product_super_attribute_label; magento2.catalog_product_super_attribute_pricing; magento2.catalog_product_super_link; magento2.downloadable_link
preco de opcao de produto,7,11,8,magento2.catalog_product_bundle_price_index; magento2.catalog_product_bundle_selection_price; magento2.catalog_product_index_price_bundle_sel_idx; magento2.catalog_product_option_price; magento2.catalog_product_option_title; magento2.catalog_product_option_type_price; magento2.catalog_product_option_type_title; magento2.wishlist_item_option
acessos a paginas,7,10,8,magento2.catalog_url_rewrite_product_category; magento2.cms_block; magento2.log_summary_type; magento2.log_url; magento2.log_visitor_online; magento2.report_event; magento2.report_viewed_product_index; magento2.url_rewrite
analise de cupons,6,10,7,magento2.sales_invoice; magento2.salesrule; magento2.salesrule_coupon_aggregated; magento2.salesrule_coupon_aggregated_order; magento2.salesrule_coupon_aggregated_updated; magento2.salesrule_coupon_usage; magento2.salesrule_label
relatorio de acessos,10,10,7,magento2.customer_visitor; magento2.log_summary; magento2.log_summary_type; magento2.log_visitor_info; magento2.log_visitor_online; magento2.report_viewed_product_index; magento2.salesrule_customer
relatorios financeiros,7,10,7,magento2.customer_entity_decimal; magento2.sales_creditmemo; magento2.sales_creditmemo_grid; magento2.sales_invoice_grid; magento2.sales_order; magento2.sales_order_aggregated_updated; magento2.sales_order_payment
conjuntos de atributos,5,10,7,magento2.catalog_product_entity; magento2.catalog_product_entity_gallery; magento2.eav_attribute_group; magento2.eav_attribute_set; magento2.eav_entity_attribute; magento2.googleshopping_types; magento2.store_website
registro de sessoes,9,10,7,magento2.captcha_log; magento2.core_session; magento2.log_visitor_online; magento2.oauth_nonce; magento2.persistent_session; magento2.sales_quote_payment; magento2.vde_theme_change
reembolsos agregados,6,10,6,magento2.indexer_state; magento2.mview_state; magento2.sales_creditmemo; magento2.sales_creditmemo_item; magento2.sales_refunded_aggregated; magento2.sales_refunded_aggregated_order
opcoes de precos,7,10,8,magento2.catalog_product_index_price_downlod_idx; magento2.catalog_product_index_price_downlod_tmp; magento2.catalog_product_index_price_opt_agr_idx; magento2.catalog_product_index_price_opt_agr_tmp; magento2.catalog_product_option_price; magento2.catalog_product_option_type_price; magento2.catalog_product_super_attribute_pricing; magento2.sales_shipment_item
layout de pagina,8,10,4,magento2.core_layout_link; magento2.core_layout_update; magento2.widget_instance_page; magento2.widget_instance_page_layout
analise de avaliacoes,6,9,9,magento2.log_url_info; magento2.report_viewed_product_aggregated_yearly; magento2.review_detail; magento2.review_entity_summary; magento2.sales_bestsellers_aggregated_daily; magento2.sales_bestsellers_aggregated_monthly; magento2.sales_bestsellers_aggregated_yearly; magento2.sales_order; magento2.salesrule_coupon_aggregated_updated
visualizacoes de produtos,9,9,5,magento2.catalog_product_link_attribute_decimal; magento2.report_viewed_product_aggregated_daily; magento2.report_viewed_product_aggregated_monthly; magento2.report_viewed_product_aggregated_yearly; magento2.wishlist_item_option
perfis de autorizacao,7,9,5,magento2.authorization_role; magento2.authorization_rule; magento2.checkout_agreement; magento2.newsletter_problem; magento2.oauth_token
label de formulario,7,9,5,magento2.eav_form_element; magento2.eav_form_fieldset; magento2.eav_form_fieldset_label; magento2.eav_form_type; magento2.eav_form_type_entity
configuracao de atributos,6,9,8,magento2.catalog_eav_attribute; magento2.catalog_product_option; magento2.catalog_product_super_attribute_pricing; magento2.customer_eav_attribute; magento2.customer_form_attribute; magento2.eav_attribute_group; magento2.eav_entity_type; magento2.googleshopping_attributes
configuracao de precos,5,9,9,magento2.catalog_product_index_price_cfg_opt_agr_idx; magento2.catalog_product_index_price_cfg_opt_agr_tmp; magento2.catalog_product_index_price_cfg_opt_idx; magento2.catalog_product_index_price_cfg_opt_tmp; magento2.cataloginventory_stock_item; magento2.catalogrule_group_website; magento2.catalogrule_product; magento2.downloadable_link_price; magento2.salesrule_website
controle de versao,6,9,6,magento2.core_flag; magento2.core_resource; magento2.core_variable; magento2.core_variable_value; magento2.downloadable_link; magento2.vde_theme_change
descontos por grupo de clientes,8,9,6,magento2.catalog_product_entity_group_price; magento2.catalog_product_entity_tier_price; magento2.catalogrule_product; magento2.sales_quote_item; magento2.salesrule_customer_group; magento2.salesrule_product_attribute
vendas diarias de produtos,7,9,6,magento2.downloadable_link_purchased; magento2.downloadable_link_purchased_item; magento2.report_viewed_product_aggregated_yearly; magento2.sales_bestsellers_aggregated_daily; magento2.sales_bestsellers_aggregated_monthly; magento2.sales_bestsellers_aggregated_yearly
estrutura de formularios eav,6,8,5,magento2.customer_address_entity_int; magento2.customer_address_entity_text; magento2.customer_form_attribute; magento2.eav_form_fieldset; magento2.eav_form_fieldset_label
inteiro de valor,3,8,8,magento2.catalog_product_index_eav_decimal; magento2.catalog_product_index_eav_decimal_idx; magento2.catalog_product_index_eav_decimal_tmp; magento2.customer_address_entity_decimal; magento2.customer_address_entity_int; magento2.customer_entity_decimal; magento2.eav_entity_decimal; magento2.rating
downloads de produtos,7,8,7,magento2.catalog_product_entity_group_price; magento2.downloadable_link; magento2.downloadable_link_purchased_item; magento2.report_viewed_product_aggregated_yearly; magento2.review_entity_summary; magento2.sales_bestsellers_aggregated_daily; magento2.sales_bestsellers_aggregated_yearly
permissoes de acesso,8,8,5,magento2.admin_user; magento2.adminnotification_inbox; magento2.authorization_role; magento2.authorization_rule; magento2.oauth_nonce
cadastro de variaveis,6,8,6,magento2.catalog_eav_attribute; magento2.core_variable; magento2.customer_eav_attribute; magento2.customer_entity_varchar; magento2.eav_entity_type; magento2.widget
opcoes de classificacao,6,8,7,magento2.authorization_role; magento2.eav_entity_attribute; magento2.rating_option; magento2.rating_store; magento2.rating_title; magento2.review_entity_summary; magento2.review_status
indice de loja,7,8,8,magento2.catalog_product_entity_media_gallery_value; magento2.catalog_product_index_eav_decimal_idx; magento2.catalog_product_index_eav_idx; magento2.cms_page; magento2.log_visitor; magento2.rating_store; magento2.report_compared_product_index; magento2.review_detail
modelo de entidade eav,7,8,6,magento2.customer_address_entity_datetime; magento2.eav_attribute; magento2.eav_entity; magento2.eav_entity_datetime; magento2.eav_entity_type; magento2.eav_form_type_entity
titulos de amostras,6,8,6,magento2.cms_block; magento2.downloadable_sample_title; magento2.log_summary_type; magento2.sales_order_status_label; magento2.sales_quote_item_option; magento2.translation
opcoes de produto bundle,6,8,6,magento2.catalog_product_bundle_option; magento2.catalog_product_bundle_option_value; magento2.catalog_product_bundle_selection; magento2.catalog_product_index_price_bundle_opt_idx; magento2.catalog_product_option; magento2.catalog_product_option_type_value
mapeamento de paginas cms,7,7,4,magento2.cms_block_store; magento2.cms_page_store; magento2.downloadable_sample; magento2.sitemap
atualizacao de indexadores,6,7,5,magento2.downloadable_sample; magento2.googleoptimizer_code; magento2.googleshopping_items; magento2.indexer_state; magento2.wishlist
grupo de sites,7,7,5,magento2.sendfriend_log; magento2.store; magento2.store_group; magento2.store_website; magento2.widget_instance_page
sistema de mensagens,4,7,4,magento2.admin_system_messages; magento2.email_template; magento2.integration; magento2.newsletter_template
dados de data,7,7,5,magento2.catalog_product_index_website; magento2.catalog_product_link_attribute; magento2.customer_entity_datetime; magento2.directory_country; magento2.log_visitor_info
informacoes adicionais,7,7,7,magento2.catalog_product_option_type_title; magento2.customer_entity; magento2.log_url_info; magento2.log_visitor_info; magento2.newsletter_problem; magento2.sales_payment_transaction; magento2.translation
indice de precos por grupo de cliente,7,7,6,magento2.catalog_product_bundle_price_index; magento2.catalog_product_index_price_bundle_sel_idx; magento2.catalog_product_index_price_cfg_opt_idx; magento2.catalog_product_index_price_downlod_tmp; magento2.catalog_product_index_price_idx; magento2.catalog_product_index_price_opt_idx
hierarquia site-loja,6,6,4,magento2.cms_block_store; magento2.cms_page_store; magento2.store; magento2.store_group
rotulos de atributos eav,6,6,6,magento2.catalog_product_index_eav_decimal; magento2.catalog_product_link_attribute_varchar; magento2.customer_entity_decimal; magento2.eav_attribute; magento2.eav_attribute_option_value; magento2.eav_entity_varchar
mapeamento de status de pedido,6,6,4,magento2.sales_order_status; magento2.sales_order_status_history; magento2.sales_order_status_label; magento2.sales_order_status_state
rastreamento de pedidos,4,6,4,magento2.sales_order_address; magento2.sales_shipment; magento2.sales_shipment_grid; magento2.sales_shipment_track
monitoramento de sistema,5,6,5,magento2.adminnotification_inbox; magento2.cron_schedule; magento2.log_url; magento2.log_visitor_online; magento2.sendfriend_log
valores de link,6,6,6,magento2.catalog_product_link_attribute; magento2.catalog_product_link_attribute_decimal; magento2.core_config_data; magento2.customer_address_entity_text; magento2.rating_option; magento2.sales_order_status
consumidores oauth,5,5,3,magento2.admin_user; magento2.integration; magento2.oauth_consumer
atualizacoes de layout,2,5,3,magento2.core_layout_link; magento2.core_layout_update; magento2.widget_instance_page_layout
customizacao de layout,4,5,4,magento2.catalog_category_entity; magento2.catalog_product_entity_media_gallery_value; magento2.cms_block; magento2.core_layout_update
codigo de status,4,5,4,magento2.core_flag; magento2.customer_visitor; magento2.review_status; magento2.sales_order_status
compartilhamento de listas,4,5,3,magento2.catalog_product_bundle_stock_index; magento2.catalog_product_entity_media_gallery_value; magento2.wishlist
gestao de estoque,4,5,4,magento2.cataloginventory_stock; magento2.cataloginventory_stock_item; magento2.sales_order_status; magento2.salesrule_coupon
mapeamento de tipos de entidade,5,5,5,magento2.catalog_category_entity_text; magento2.eav_entity_decimal; magento2.eav_entity_int; magento2.eav_entity_store; magento2.url_rewrite
mudancas de design,4,4,2,magento2.design_change; magento2.newsletter_template
execucao de jobs,2,4,1,magento2.cron_schedule
ajustes de pagamento,4,4,3,magento2.sales_creditmemo; magento2.sales_quote_address; magento2.sales_quote_payment
associacao regra-loja,4,4,4,magento2.catalogrule_website; magento2.newsletter_queue_store_link; magento2.review_store; magento2.salesrule_website
vinculo cliente-regra,3,4,4,magento2.catalogrule_customer_group; magento2.downloadable_link_purchased; magento2.salesrule_customer; magento2.salesrule_customer_group
formularios de atributos,2,4,2,magento2.customer_form_attribute; magento2.eav_form_element
paginas de cms,3,4,3,magento2.cms_page; magento2.core_resource; magento2.customer_group
reembolsos por loja,3,4,3,magento2.sales_order; magento2.sales_refunded_aggregated_order; magento2.store
produtos desejados,4,4,3,magento2.catalog_product_bundle_stock_index; magento2.downloadable_link_purchased; magento2.wishlist_item
configuracao de relacionamentos de produtos,4,4,4,magento2.catalog_product_link_attribute_int; magento2.catalog_product_link_attribute_varchar; magento2.customer_eav_attribute_website; magento2.googleshopping_attributes
controle de estado de views,4,4,4,magento2.core_resource; magento2.eav_entity_store; magento2.mview_state; magento2.search_query
produtos salvos por cliente,4,4,4,magento2.catalog_compare_item; magento2.oauth_consumer; magento2.salesrule_coupon_usage; magento2.wishlist_item
organizacao de formularios,4,4,3,magento2.eav_attribute_group; magento2.eav_form_fieldset; magento2.eav_form_fieldset_label
metricas de busca,4,4,3,magento2.catalogsearch_fulltext; magento2.checkout_agreement; magento2.search_query
titulos de taxas,2,4,2,magento2.sales_quote_item; magento2.tax_calculation_rate_title
itens de pedido,2,4,3,magento2.downloadable_link_purchased; magento2.sales_order_item; magento2.sales_quote_payment
preco e quantidade de pedidos,4,4,4,magento2.downloadable_link_purchased_item; magento2.sales_bestsellers_aggregated_daily; magento2.sales_bestsellers_aggregated_monthly; magento2.sales_quote_address
preco de link baixavel,4,4,2,magento2.catalog_product_bundle_selection_price; magento2.downloadable_link_price
relacao pagina-loja,4,4,4,magento2.cms_page_store; magento2.review_store; magento2.sitemap; magento2.widget
valores de atributo de vinculo,3,4,3,magento2.catalog_product_link_attribute_decimal; magento2.catalog_product_link_attribute_int; magento2.eav_attribute
modelagem eav de atributos,3,3,3,magento2.customer_eav_attribute_website; magento2.eav_entity_attribute; magento2.eav_entity_int
auditoria de login,3,3,3,magento2.captcha_log; magento2.core_session; magento2.log_customer
chaves de api,3,3,3,magento2.oauth_consumer; magento2.oauth_token; magento2.salesrule_coupon
comportamento de importacao,2,3,2,magento2.catalog_compare_item; magento2.importexport_importdata
configuracao de itens de cesta,3,3,3,magento2.checkout_agreement; magento2.sales_quote_item_option; magento2.wishlist_item_option
configuracao de variacoes,2,3,3,magento2.catalog_product_option; magento2.sales_order_tax; magento2.shipping_tablerate
relatorios de atividade,3,3,3,magento2.admin_system_messages; magento2.report_event_types; magento2.search_query
controle de descontos,2,3,3,magento2.salesrule_coupon_aggregated; magento2.salesrule_coupon_aggregated_updated; magento2.salesrule_coupon_usage
relacionamento cliente-endereco,3,3,3,magento2.customer_address_entity; magento2.eav_form_type; magento2.persistent_session
links de rodape,2,3,2,magento2.cms_block; magento2.salesrule_product_attribute
etiquetas de variacao,3,3,2,magento2.catalog_product_super_attribute_label; magento2.directory_country_format
gerenciamento de sitemaps,3,3,3,magento2.core_theme_file; magento2.mview_state; magento2.sitemap
gestao de paginas cms,3,3,3,magento2.cms_block; magento2.cms_page; magento2.sitemap
identificadores de bloco,3,3,3,magento2.cms_block; magento2.downloadable_sample_title; magento2.translation
vendas de produtos,3,3,3,magento2.downloadable_link_purchased; magento2.downloadable_link_purchased_item; magento2.sales_quote_item_option
website de vendas,1,3,3,magento2.catalog_product_index_group_price; magento2.catalog_product_index_price_downlod_tmp; magento2.catalog_product_index_price_opt_tmp
agregacao de faturamento,1,2,2,magento2.sales_invoiced_aggregated; magento2.sales_invoiced_aggregated_order
agregacao de votos,2,2,2,magento2.rating_option_vote; magento2.rating_option_vote_aggregated
avaliacao de preco,2,2,2,magento2.product_alert_price; magento2.rating
cache de tags,2,2,1,magento2.core_cache_tag
cache invalidation tracking,2,2,2,magento2.core_cache_tag; magento2.integration
categoria raiz,2,2,1,magento2.store_group
identificacao de pais,2,2,2,magento2.directory_country_format; magento2.newsletter_problem
configuracao de bundle,1,2,1,magento2.catalog_product_bundle_option
contagem de falhas,2,2,2,magento2.captcha_log; magento2.report_viewed_product_aggregated_daily
tentativas de captcha,2,2,2,magento2.captcha_log; magento2.core_session
desempenho de regras,1,2,2,magento2.salesrule_coupon_aggregated_order; magento2.salesrule_coupon_aggregated_updated
eventos de relatorio,2,2,2,magento2.report_event; magento2.report_event_types
rastreamento de estoque,2,2,2,magento2.cataloginventory_stock; magento2.sales_order_item
mapeamento de tipos de formulario,2,2,2,magento2.catalog_product_index_eav_tmp; magento2.eav_form_type_entity
modelo eav de endereco,1,2,2,magento2.customer_address_entity_decimal; magento2.customer_address_entity_varchar
periodo de validade,2,2,2,magento2.design_change; magento2.downloadable_link_title
precificacao por website,1,2,2,magento2.catalog_product_entity_group_price; magento2.catalog_product_index_price_bundle_idx
validacao de vat,2,2,1,magento2.sales_order_address
vinculo cliente-loja,1,2,2,magento2.customer_entity; magento2.newsletter_subscriber
associacao de assinantes,1,1,1,magento2.newsletter_queue_link
cadastro de endereco,1,1,1,magento2.customer_address_entity
cadastro de paises,1,1,1,magento2.directory_country
codigos de classificacao,1,1,1,magento2.rating_option
dados de faturamento,1,1,1,magento2.sales_order_address
diretorio de moedas,1,1,1,magento2.directory_currency_rate
entidade de produto,1,1,1,magento2.review_entity
entidades de e-commerce,1,1,1,magento2.eav_entity_datetime
estoque padrao,1,1,1,magento2.cataloginventory_stock
gerenciamento de listas de desejos,1,1,1,magento2.wishlist
gerenciamento de remessas,1,1,1,magento2.sales_shipment_grid
inbox de alertas,1,1,1,magento2.adminnotification_inbox
indice de estoque bundle,1,1,1,magento2.catalog_product_bundle_stock_index
mapeamento de acordos de checkout,1,1,1,magento2.checkout_agreement_store
mapeamento de atributos de formulario,1,1,1,magento2.customer_form_attribute
metricas de enderecamento,1,1,1,magento2.customer_address_entity_decimal
posicionamento de opcoes,1,1,1,magento2.rating_option
prefixo de incremento,1,1,1,magento2.eav_entity_store
rastreamento de atualizacao,1,1,1,magento2.core_resource
skus de plano de assinatura,1,1,1,magento2.catalog_product_option_type_value
vinculo pedido-pagamento,1,1,1,magento2.sales_payment_transaction
